"iditem_liquidacion_final"|"fecha_creado"|"creado_por"|"orden"|"descripcion"|"comprobante_nro"|"total_guarani"|"sin_iva"|"solo_iva"|"fk_idliquidacion_final"|"fk_idcomprobante_liquidacion"
3468|"2022-10-10 12:32:40.541"|"5-Angel Rios "|12|"HON. DESP. S/ LEY 220/93"|"001-001-0002117"|1738000|1580000|158000|209|16
3469|"2022-10-10 12:32:40.545"|"5-Angel Rios "|13|"GASTO ADMIN."|"x"|0|0|0|209|17
3470|"2022-10-10 13:07:38.261"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22005IT02001944F"|0|0|0|210|2
3471|"2022-10-10 13:07:38.268"|"5-Angel Rios "|2|"INDI"|"22005IT02001944F"|0|0|0|210|3
3472|"2022-10-10 13:07:38.275"|"5-Angel Rios "|3|"SERVICIO DE VALORACION"|"22005IT02001944F"|0|0|0|210|5
3473|"2022-10-10 13:07:38.281"|"5-Angel Rios "|4|"IRE GENERAL 700"|"22005IT02001944F"|0|0|0|210|38
3474|"2022-10-10 13:07:38.287"|"5-Angel Rios "|5|"TASA INTER. ADUANERA"|"22005IT02001944F"|355224|0|355224|210|8
3475|"2022-10-10 13:07:38.291"|"5-Angel Rios "|6|"CANON INFORMATICO"|"x"|0|0|0|210|9
3476|"2022-10-10 13:07:38.296"|"5-Angel Rios "|7|"FOTOCOPIAS"|"001-002-0018478"|70000|63636|6363|210|12
3477|"2022-10-10 13:07:38.306"|"5-Angel Rios "|8|"TASA PORTUARIA"|"002-007-0044143"|1448357|1316688|131668|210|14
3478|"2022-10-10 13:07:38.311"|"5-Angel Rios "|9|"CDAP PAGOS"|"001-025-0187475"|7104|6458|645|210|27
3479|"2022-10-10 13:07:38.315"|"5-Angel Rios "|10|"SERVICIOS SOFIA / ANNP"|"001-004-0135282"|36209|32917|3291|210|11
3480|"2022-10-10 13:07:38.322"|"5-Angel Rios "|11|"VISACION CONSUL"|"x"|0|0|0|210|15
3481|"2022-10-10 13:07:38.333"|"5-Angel Rios "|12|"HON. DESP. S/ LEY 220/93"|"001-001-0002119"|6715174|6104703|610470|210|16
3482|"2022-10-10 13:07:38.34"|"5-Angel Rios "|13|"GASTO ADMIN."|"x"|0|0|0|210|17
3483|"2022-10-10 13:54:54.38"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22018EC01003167J"|0|0|0|211|2
3484|"2022-10-10 13:54:54.385"|"5-Angel Rios "|2|"INDI"|"22018EC01003167J"|0|0|0|211|3
3485|"2022-10-10 13:54:54.39"|"5-Angel Rios "|3|"SERVICIO DE VALORACION"|"22018EC01003167J"|0|0|0|211|5
3486|"2022-10-10 13:54:54.399"|"5-Angel Rios "|4|"IRE GENERAL 700"|"22018EC01003167J"|0|0|0|211|38
3487|"2022-10-10 13:54:54.407"|"5-Angel Rios "|5|"I.V.A."|"22018EC01003167J"|0|0|0|211|8
3488|"2022-10-10 13:54:54.413"|"5-Angel Rios "|6|"CANON INFORMATICO"|"5122946"|245222|245222|0|211|9
3489|"2022-10-10 13:54:54.418"|"5-Angel Rios "|7|"FOTOCOPIAS"|"001-001-0009519"|50000|45454|4545|211|12
3490|"2022-10-10 13:54:54.423"|"5-Angel Rios "|8|"TASA PORTUARIA"|"x"|0|0|0|211|14
3491|"2022-10-10 13:54:54.43"|"5-Angel Rios "|9|"TASA MIC CO"|"1957266"|102489|93171|9317|211|27
3492|"2022-10-10 13:54:54.436"|"5-Angel Rios "|10|"TASA UIP CO"|"002-002-0000888"|98089|89171|8917|211|11
3493|"2022-10-10 13:54:54.461"|"5-Angel Rios "|11|"VISACION CONSUL"|"x"|0|0|0|211|15
3494|"2022-10-10 13:54:54.468"|"5-Angel Rios "|12|"HON. DESP. S/ LEY 220/93"|"001-001-0002122"|3270297|2972997|297299|211|16
3495|"2022-10-10 13:54:54.477"|"5-Angel Rios "|13|"GASTO ADMIN."|"x"|0|0|0|211|17
3496|"2022-10-10 15:58:53.549"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22005IC04018451Y"|0|0|0|212|2
3497|"2022-10-10 15:58:53.557"|"5-Angel Rios "|2|"INDI"|"22005IC04018451Y"|34331|34331|0|212|3
3498|"2022-10-10 15:58:53.562"|"5-Angel Rios "|3|"TASA INTER. ADUAN."|"22005IC04018451Y"|345297|345297|0|212|24
3499|"2022-10-10 15:58:53.566"|"5-Angel Rios "|4|"SERVICIO DE VALORACION"|"22005IC04018451Y"|1207139|1207139|0|212|5
3500|"2022-10-10 15:58:53.574"|"5-Angel Rios "|5|"IRE GENERAL 700"|"22005IC04018451Y"|972639|972639|0|212|38
3501|"2022-10-10 15:58:53.578"|"5-Angel Rios "|6|"I.V.A."|"22005IC04018451Y"|24315978|0|24315978|212|8
3502|"2022-10-10 15:58:53.583"|"5-Angel Rios "|7|"CANON INFORMATICO"|"4889560"|245222|245222|0|212|9
3503|"2022-10-10 15:58:53.588"|"5-Angel Rios "|8|"APERTURA AG. TRANSP."|"x"|0|0|0|212|13
3504|"2022-10-10 15:58:53.593"|"5-Angel Rios "|9|"FOTOCOPIAS"|"001-001-0091101"|70000|63636|6363|212|12
3505|"2022-10-10 15:58:53.598"|"5-Angel Rios "|10|"TASA PORTUARIA"|"002-007-0035496"|1416747|1287951|128795|212|14
3506|"2022-10-10 15:58:53.603"|"5-Angel Rios "|11|"CDAP PAGOS"|"001-025-0169902"|6905|6277|627|212|27
3507|"2022-10-10 15:58:53.609"|"5-Angel Rios "|12|"SERVICIOS SOFIA / ANNP"|"001-004-0117708"|35419|32199|3219|212|11
3508|"2022-10-10 15:58:53.619"|"5-Angel Rios "|13|"VISACION MRE"|"1106158"|490445|490445|0|212|28
3509|"2022-10-10 15:58:53.625"|"5-Angel Rios "|14|"CDAP PAGOS"|"001-024-0160229"|10000|9090|909|212|27
3510|"2022-10-10 15:58:53.63"|"5-Angel Rios "|15|"MIPYMES MIC"|"1921915"|691023|628202|62820|212|22
3511|"2022-10-10 15:58:53.637"|"5-Angel Rios "|16|"APORTE VUE"|"1921916"|73199|66544|6654|212|23
3512|"2022-10-10 15:58:53.65"|"5-Angel Rios "|17|"HON. DESP. S/ LEY 220/93"|"001-001-0002091"|5914853|5377139|537713|212|16
3513|"2022-10-10 15:58:53.656"|"5-Angel Rios "|18|"REPOSICION DE GASTOS ADM"|"x"|0|0|0|212|21
3514|"2022-10-10 16:03:18.782"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22018EC01002739N"|0|0|0|213|2
3515|"2022-10-10 16:03:18.789"|"5-Angel Rios "|2|"INDI"|"22018EC01002739N"|0|0|0|213|3
3516|"2022-10-10 16:03:18.797"|"5-Angel Rios "|3|"SERVICIO DE VALORACION"|"22018EC01002739N"|0|0|0|213|5
3517|"2022-10-10 16:03:18.801"|"5-Angel Rios "|4|"IRE GENERAL 700"|"22018EC01002739N"|0|0|0|213|38
3518|"2022-10-10 16:03:18.808"|"5-Angel Rios "|5|"I.V.A."|"22018EC01002739N"|0|0|0|213|8
3519|"2022-10-10 16:03:18.813"|"5-Angel Rios "|6|"CANON INFORMATICO"|"4736242"|245222|245222|0|213|9
3520|"2022-10-10 16:03:18.817"|"5-Angel Rios "|7|"FOTOCOPIAS"|"001-001-0009302"|50000|45454|4545|213|12
3521|"2022-10-10 16:03:18.824"|"5-Angel Rios "|8|"TASA UIP CO"|"002-002-0000002"|98089|89171|8917|213|30
3522|"2022-10-10 16:03:18.832"|"5-Angel Rios "|9|"TASA MIC CO"|"1926259"|98089|89171|8917|213|29
3523|"2022-10-10 16:03:18.841"|"5-Angel Rios "|10|"HON. DESP. S/ LEY 220/93"|"001-001-0002081"|3029000|2753636|275363|213|16
3524|"2022-10-10 16:03:18.846"|"5-Angel Rios "|11|"PROG PRODUCCION"|"001-001-0002080"|2424295|2424295|0|213|17
3525|"2022-10-11 11:27:21.254"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22030ic04000355@"|4457230|4457230|0|214|2
3526|"2022-10-11 11:27:21.264"|"5-Angel Rios "|2|"INDI"|"22030ic04000355@"|68662|68662|0|214|3
3527|"2022-10-11 11:27:21.27"|"5-Angel Rios "|3|"SERVICIO DE VALORACION"|"22030ic04000355@"|371436|371436|0|214|5
3528|"2022-10-11 11:27:21.277"|"5-Angel Rios "|4|"IRE GENERAL 700"|"22030ic04000355@"|320662|320662|0|214|38
3529|"2022-10-11 11:27:21.283"|"5-Angel Rios "|5|"I.V.A. TURISMO"|"22030ic04000355@"|1202481|0|1202481|214|8
3530|"2022-10-11 11:27:21.293"|"5-Angel Rios "|6|"CANON INFORMATICO"|"x"|245222|245222|0|214|9
3531|"2022-10-11 11:27:21.304"|"5-Angel Rios "|7|"FOTOCOPIAS"|"x"|70000|63636|6363|214|12
3532|"2022-10-11 11:27:21.309"|"5-Angel Rios "|8|"TASA PORTUARIA"|"x"|1100000|1000000|100000|214|14
3533|"2022-10-11 11:27:21.316"|"5-Angel Rios "|9|"CDAP PAGOS"|"x"|0|0|0|214|27
3534|"2022-10-11 11:27:21.321"|"5-Angel Rios "|10|"SERVICIOS SOFIA / ANNP"|"x"|0|0|0|214|11
3535|"2022-10-11 11:27:21.326"|"5-Angel Rios "|11|"VISACION CONSUL"|"x"|990890|990890|0|214|15
3536|"2022-10-11 11:27:21.333"|"5-Angel Rios "|12|"HON. DESP. S/ LEY 220/93"|"x"|1478727|1344297|134429|214|16
3537|"2022-10-11 11:27:21.34"|"5-Angel Rios "|13|"GASTO ADMIN."|"x"|660000|660000|0|214|17
3538|"2022-10-11 11:33:20.52"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22030ic04000355@"|4457230|4457230|0|215|2
3539|"2022-10-11 11:33:20.528"|"5-Angel Rios "|2|"INDI"|"22030ic04000355@"|68662|68662|0|215|3
3540|"2022-10-11 11:33:20.539"|"5-Angel Rios "|3|"SERVICIO DE VALORACION"|"22030ic04000355@"|371436|371436|0|215|5
3541|"2022-10-11 11:33:20.544"|"5-Angel Rios "|4|"IRE GENERAL 700"|"22030ic04000355@"|320662|320662|0|215|38
3542|"2022-10-11 11:33:20.549"|"5-Angel Rios "|5|"I.V.A. TURISMO"|"22030ic04000355@"|1202481|0|1202481|215|8
3543|"2022-10-11 11:33:20.554"|"5-Angel Rios "|6|"CANON INFORMATICO"|"x"|245222|245222|0|215|9
3544|"2022-10-11 11:33:20.558"|"5-Angel Rios "|7|"FOTOCOPIAS"|"x"|70000|63636|6363|215|12
3545|"2022-10-11 11:33:20.567"|"5-Angel Rios "|8|"TASA PORTUARIA"|"x"|1850000|1681818|168181|215|14
3546|"2022-10-11 11:33:20.573"|"5-Angel Rios "|9|"CDAP PAGOS"|"x"|0|0|0|215|27
3547|"2022-10-11 11:33:20.58"|"5-Angel Rios "|10|"SERVICIOS SOFIA / ANNP"|"x"|0|0|0|215|11
3548|"2022-10-11 11:33:20.584"|"5-Angel Rios "|11|"VISACION CONSUL"|"x"|990890|990890|0|215|15
3549|"2022-10-11 11:33:20.59"|"5-Angel Rios "|12|"HON. DESP. S/ LEY 220/93"|"x"|1478727|1344297|134429|215|16
3550|"2022-10-11 11:33:20.596"|"5-Angel Rios "|13|"GASTO ADMIN."|"x"|1000000|1000000|0|215|17
3551|"2022-10-11 12:08:38.689"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22030IC04000355@"|4450164|4450164|0|216|2
3552|"2022-10-11 12:08:38.694"|"5-Angel Rios "|2|"INDI"|"22030IC04000355@"|68662|68662|0|216|3
3553|"2022-10-11 12:08:38.701"|"5-Angel Rios "|3|"SERVICIO DE VALORACION"|"22030IC04000355@"|370847|370847|0|216|5
3554|"2022-10-11 12:08:38.706"|"5-Angel Rios "|4|"IRE GENERAL 700"|"22030IC04000355@"|320160|320160|0|216|38
3555|"2022-10-11 12:08:38.718"|"5-Angel Rios "|5|"I.V.A."|"22030IC04000355@"|8003997|0|8003997|216|8
3556|"2022-10-11 12:08:38.723"|"5-Angel Rios "|6|"CANON INFORMATICO"|"x"|245222|245222|0|216|9
3557|"2022-10-11 12:08:38.727"|"5-Angel Rios "|7|"FOTOCOPIAS"|"x"|70000|63636|6363|216|12
3558|"2022-10-11 12:08:38.733"|"5-Angel Rios "|8|"TASA PORTUARIA"|"x"|1850000|1681818|168181|216|14
3559|"2022-10-11 12:08:38.741"|"5-Angel Rios "|9|"CDAP PAGOS"|"x"|0|0|0|216|27
3560|"2022-10-11 12:08:38.746"|"5-Angel Rios "|10|"SERVICIOS SOFIA / ANNP"|"x"|0|0|0|216|11
3561|"2022-10-11 12:08:38.755"|"5-Angel Rios "|11|"VISACION CONSUL"|"x"|990890|990890|0|216|15
3562|"2022-10-11 12:08:38.76"|"5-Angel Rios "|12|"HON. DESP. S/ LEY 220/93"|"x"|1478727|1344297|134429|216|16
3563|"2022-10-11 12:08:38.766"|"5-Angel Rios "|13|"GASTO ADMIN."|"x"|1000000|1000000|0|216|17
3564|"2022-10-14 10:58:47.374"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22005IC04020978V"|0|0|0|217|2
3565|"2022-10-14 10:58:47.385"|"5-Angel Rios "|2|"INDI"|"22005IC04020978V"|26949|26949|0|217|3
3566|"2022-10-14 10:58:47.394"|"5-Angel Rios "|3|"SERVICIO DE VALORACION"|"22005IC04020978V"|1243989|1243989|0|217|5
3567|"2022-10-14 10:58:47.401"|"5-Angel Rios "|4|"IRE GENERAL 700"|"22005IC04020978V"|1001814|1001814|0|217|38
5972|"2023-02-16 14:19:17.66"|"5-Angel Rios "|13|"VISACION MRE"|"x"|0|0|0|366|28
3568|"2022-10-14 10:58:47.409"|"5-Angel Rios "|5|"I.V.A."|"22005IC04020978V"|25045371|0|25045371|217|8
3569|"2022-10-14 10:58:47.417"|"5-Angel Rios "|6|"CANON INFORMATICO"|"5168018"|245222|245222|0|217|9
3570|"2022-10-14 10:58:47.422"|"5-Angel Rios "|7|"APERTURA AG. TRANSP."|"001-001-0017479"|175000|159090|15909|217|13
3571|"2022-10-14 10:58:47.434"|"5-Angel Rios "|8|"FOTOCOPIAS"|"001-002-0018488"|70000|63636|6363|217|12
3572|"2022-10-14 10:58:47.441"|"5-Angel Rios "|9|"TASA PORTUARIA"|"002-007-0044401"|1445828|1314389|131438|217|14
3573|"2022-10-14 10:58:47.446"|"5-Angel Rios "|10|"CDAP PAGOS"|"001-025-0188044"|7120|6472|647|217|27
3574|"2022-10-14 10:58:47.453"|"5-Angel Rios "|11|"SERVICIOS SOFIA / ANNP"|"001-004-0135845"|36146|32860|3286|217|11
3575|"2022-10-14 10:58:47.459"|"5-Angel Rios "|12|"VISACION MRE"|"1128028"|490445|490445|0|217|28
3576|"2022-10-14 10:58:47.464"|"5-Angel Rios "|13|"CDAP PAGOS"|"001-024-0175996"|10000|9090|909|217|27
3577|"2022-10-14 10:58:47.471"|"5-Angel Rios "|14|"VISACION CONSUL"|"03025117/118"|243000|243000|0|217|15
3578|"2022-10-14 10:58:47.476"|"5-Angel Rios "|15|"HON. DESP. S/ LEY 220/93"|"001-001-0002124"|3777388|3433989|343398|217|16
3579|"2022-10-14 10:58:47.483"|"5-Angel Rios "|16|"REPOSICION DE GASTOS ADM"|"766"|5000000|5000000|0|217|21
3580|"2022-10-14 11:10:08.718"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22018EC01003244F"|0|0|0|218|2
3581|"2022-10-14 11:10:08.739"|"5-Angel Rios "|2|"INDI"|"22018EC01003244F"|0|0|0|218|3
3582|"2022-10-14 11:10:08.751"|"5-Angel Rios "|3|"SERVICIO DE VALORACION"|"22018EC01003244F"|0|0|0|218|5
3583|"2022-10-14 11:10:08.758"|"5-Angel Rios "|4|"IRE GENERAL 700"|"22018EC01003244F"|0|0|0|218|38
3584|"2022-10-14 11:10:08.766"|"5-Angel Rios "|5|"I.V.A."|"22018EC01003244F"|0|0|0|218|8
3585|"2022-10-14 11:10:08.775"|"5-Angel Rios "|6|"CANON INFORMATICO"|"5189308"|245222|245222|0|218|9
3586|"2022-10-14 11:10:08.783"|"5-Angel Rios "|7|"APERTURA AG. TRANSP."|"x"|0|0|0|218|13
3587|"2022-10-14 11:10:08.792"|"5-Angel Rios "|8|"FOTOCOPIAS"|"001-001-0000240"|50000|45454|4545|218|12
3588|"2022-10-14 11:10:08.798"|"5-Angel Rios "|9|"TASA PORTUARIA"|"x"|0|0|0|218|14
3589|"2022-10-14 11:10:08.807"|"5-Angel Rios "|10|"CDAP PAGOS"|"x"|0|0|0|218|27
3590|"2022-10-14 11:10:08.818"|"5-Angel Rios "|11|"SERVICIOS SOFIA / ANNP"|"x"|0|0|0|218|11
3591|"2022-10-14 11:10:08.836"|"5-Angel Rios "|12|"TASA MIC CO"|"1961940"|102489|102489|0|218|28
3592|"2022-10-14 11:10:08.858"|"5-Angel Rios "|13|"TASA UIP CO "|"002-002-0001078"|98089|89171|8917|218|27
3593|"2022-10-14 11:10:08.868"|"5-Angel Rios "|14|"VISACION CONSUL"|"x"|0|0|0|218|15
3594|"2022-10-14 11:10:08.876"|"5-Angel Rios "|15|"HON. DESP. S/ LEY 220/93"|"001-001-0002125"|2898839|2635308|263530|218|16
3595|"2022-10-14 11:10:08.882"|"5-Angel Rios "|16|"REPOSICION DE GASTOS ADM"|"x"|0|0|0|218|21
3596|"2022-10-14 15:44:01.439"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22005IC04021313F"|7781294|7781294|0|219|2
3597|"2022-10-14 15:44:01.444"|"5-Angel Rios "|2|"INDI"|"22005IC04021313F"|39549|39549|0|219|3
3598|"2022-10-14 15:44:01.452"|"5-Angel Rios "|3|"I.S.C."|"22005IC04021313F"|13660|13660|0|219|4
3599|"2022-10-14 15:44:01.459"|"5-Angel Rios "|4|"SERVICIO DE VALORACION"|"22005IC04021313F"|1856363|1856363|0|219|5
3600|"2022-10-14 15:44:01.466"|"5-Angel Rios "|5|"IRE GENERAL 700"|"22005IC04021313F"|1526118|1526118|0|219|38
3601|"2022-10-14 15:44:01.473"|"5-Angel Rios "|6|"I.V.A."|"22005IC04021313F"|38152858|0|38152858|219|8
3602|"2022-10-14 15:44:01.478"|"5-Angel Rios "|7|"CANON INFORMATICO"|"5204971"|245222|245222|0|219|9
3603|"2022-10-14 15:44:01.485"|"5-Angel Rios "|8|"APERTURA AG. TRANSP."|"001-001-0017515"|175000|159090|15909|219|13
3604|"2022-10-14 15:44:01.49"|"5-Angel Rios "|9|"FOTOCOPIAS"|"001-002-0018494"|350000|318181|31818|219|12
3605|"2022-10-14 15:44:01.496"|"5-Angel Rios "|10|"TASA PORTUARIA"|"002-007-0045364"|1852784|1684349|168434|219|14
3606|"2022-10-14 15:44:01.503"|"5-Angel Rios "|11|"CDAP PAGOS"|"001-025-0189911"|7141|6491|649|219|27
3607|"2022-10-14 15:44:01.51"|"5-Angel Rios "|12|"SERVICIOS SOFIA / ANNP"|"001-004-0137713"|46320|42109|4210|219|11
3608|"2022-10-14 15:44:01.516"|"5-Angel Rios "|13|"VISACION CONSUL"|"3045953/54/55/56"|648000|648000|0|219|15
3609|"2022-10-14 15:44:01.523"|"5-Angel Rios "|14|"HON. DESP. S/ LEY 220/93"|"001-001-0002126"|5738420|5216745|521674|219|16
3610|"2022-10-14 15:44:01.529"|"5-Angel Rios "|15|"GASTO ADMIN."|"x"|0|0|0|219|17
3611|"2022-10-14 15:55:13.861"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22002IM04009915D"|482262|482262|0|220|2
3612|"2022-10-14 15:55:13.868"|"5-Angel Rios "|2|"INDI"|"22002IM04009915D"|0|0|0|220|3
3613|"2022-10-14 15:55:13.874"|"5-Angel Rios "|3|"I.S.C."|"22002IM04009915D"|0|0|0|220|4
3614|"2022-10-14 15:55:13.881"|"5-Angel Rios "|4|"SERVICIO DE VALORACION"|"22002IM04009915D"|91763|91763|0|220|5
3615|"2022-10-14 15:55:13.892"|"5-Angel Rios "|5|"IRE GENERAL 700"|"22002IM04009915D"|76133|76133|0|220|38
3616|"2022-10-14 15:55:13.898"|"5-Angel Rios "|6|"I.V.A."|"22002IM04009915D"|1903328|0|1903328|220|8
3617|"2022-10-14 15:55:13.906"|"5-Angel Rios "|7|"CANON INFORMATICO"|"5173287"|54044|54044|0|220|9
3618|"2022-10-14 15:55:13.911"|"5-Angel Rios "|8|"RETIRO DE GUIA DHL "|"017-010-0023287"|450000|409090|40909|220|13
3619|"2022-10-14 15:55:13.913"|"5-Angel Rios "|9|"FOTOCOPIAS"|"x"|0|0|0|220|12
3620|"2022-10-14 15:55:13.923"|"5-Angel Rios "|10|"TASA PORTUARIA"|"001-034-0063502"|795075|722795|72279|220|14
3621|"2022-10-14 15:55:13.929"|"5-Angel Rios "|11|"CDAP PAGOS"|"001-021-0065862"|21386|19441|1944|220|27
3622|"2022-10-14 15:55:13.936"|"5-Angel Rios "|12|"SERVICIOS SOFIA / ANNP"|"x"|0|0|0|220|11
3623|"2022-10-14 15:55:13.941"|"5-Angel Rios "|13|"VISACION CONSUL"|"x"|0|0|0|220|15
3624|"2022-10-14 15:55:13.951"|"5-Angel Rios "|14|"HON. DESP. S/ LEY 220/93"|"001-001-0002127"|2773120|2521018|252101|220|16
3625|"2022-10-14 15:55:13.957"|"5-Angel Rios "|15|"GASTO ADMIN."|"x"|0|0|0|220|17
3626|"2022-10-17 08:43:24.024"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22030IC04012801P"|107388180|107388180|0|221|2
3627|"2022-10-17 08:43:24.031"|"5-Angel Rios "|2|"INDI"|"22030IC04012801P"|34331|34331|0|221|3
3628|"2022-10-17 08:43:24.038"|"5-Angel Rios "|3|"SERVICIO DE VALORACION"|"22030IC04012801P"|2983005|2983005|0|221|5
3629|"2022-10-17 08:43:24.046"|"5-Angel Rios "|4|"IRE GENERAL 700"|"22030IC04012801P"|2829988|2829988|0|221|38
3630|"2022-10-17 08:43:24.056"|"5-Angel Rios "|5|"I.V.A."|"22030IC04012801P"|70749696|0|70749696|221|8
3631|"2022-10-17 08:43:24.063"|"5-Angel Rios "|6|"TASA INT. ADUANERA "|"22030IC04012801P"|357096|357096|0|221|35
3632|"2022-10-17 08:43:24.069"|"5-Angel Rios "|7|"CANON INFORMATICO"|"x"|245222|245222|0|221|9
3633|"2022-10-17 08:43:24.074"|"5-Angel Rios "|8|"FOTOCOPIAS"|"001-001-0055763"|30000|27272|2727|221|12
3634|"2022-10-17 08:43:24.079"|"5-Angel Rios "|9|"TASA PORTUARIA"|"001-004-18654"|4602958|4184507|418450|221|14
3635|"2022-10-17 08:43:24.084"|"5-Angel Rios "|10|"VISACION MRE"|"1132779"|980890|980890|0|221|28
3636|"2022-10-17 08:43:24.089"|"5-Angel Rios "|11|"CDAP PAGOS"|"001-024-0179457"|10000|9090|909|221|27
3637|"2022-10-17 08:43:24.097"|"5-Angel Rios "|12|"HON. DESP. S/ LEY 220/93"|"001-001-0002128"|5048783|4589802|458980|221|16
3638|"2022-10-17 08:43:24.101"|"5-Angel Rios "|13|"GASTO ADMIN."|"001-001-0002130"|660000|660000|0|221|17
3639|"2022-10-17 09:35:27.336"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22030IC04012801P"|107388180|107388180|0|222|2
3640|"2022-10-17 09:35:27.362"|"5-Angel Rios "|2|"INDI"|"22030IC04012801P"|34331|34331|0|222|3
3641|"2022-10-17 09:35:27.39"|"5-Angel Rios "|3|"SERVICIO DE VALORACION"|"22030IC04012801P"|2983005|2983005|0|222|5
3642|"2022-10-17 09:35:27.428"|"5-Angel Rios "|4|"IRE GENERAL 700"|"22030IC04012801P"|2829988|2829988|0|222|38
3643|"2022-10-17 09:35:27.472"|"5-Angel Rios "|5|"I.V.A."|"22030IC04012801P"|70749696|0|70749696|222|8
3644|"2022-10-17 09:35:27.5"|"5-Angel Rios "|6|"TASA INT. ADUANERA "|"22030IC04012801P"|357096|357096|0|222|35
3645|"2022-10-17 09:35:27.522"|"5-Angel Rios "|7|"CANON INFORMATICO"|"001-020-0470768"|245222|245222|0|222|9
3646|"2022-10-17 09:35:27.543"|"5-Angel Rios "|8|"FOTOCOPIAS"|"001-001-0055763"|30000|27272|2727|222|12
3647|"2022-10-17 09:35:27.553"|"5-Angel Rios "|9|"TASA PORTUARIA"|"001-004-18654"|4477423|4070384|407038|222|14
3648|"2022-10-17 09:35:27.561"|"5-Angel Rios "|10|"VISACION MRE"|"1132779"|980890|980890|0|222|28
3649|"2022-10-17 09:35:27.57"|"5-Angel Rios "|11|"CDAP PAGOS"|"001-024-0179457"|10000|9090|909|222|27
3650|"2022-10-17 09:35:27.582"|"5-Angel Rios "|12|"HON. DESP. S/ LEY 220/93"|"001-001-0002128"|5048783|4589802|458980|222|16
3651|"2022-10-17 09:35:27.59"|"5-Angel Rios "|13|"GASTO ADMIN."|"001-001-0002130"|660000|660000|0|222|17
3652|"2022-10-17 10:38:32.737"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22002IC04021343F"|14454879|14454879|0|223|2
3653|"2022-10-17 10:38:32.743"|"5-Angel Rios "|2|"INDI"|"22002IC04021343F"|0|0|0|223|3
3654|"2022-10-17 10:38:32.763"|"5-Angel Rios "|3|"SERVICIO DE VALORACION"|"22002IC04021343F"|516246|516246|0|223|5
3655|"2022-10-17 10:38:32.771"|"5-Angel Rios "|4|"IRE GENERAL 700"|"22002IC04021343F"|473736|473736|0|223|38
3656|"2022-10-17 10:38:32.778"|"5-Angel Rios "|5|"I.V.A."|"22002IC04021343F"|11843400|0|11843400|223|8
3657|"2022-10-17 10:38:32.784"|"5-Angel Rios "|6|"TASA INT. ADUANERA "|"22002IC04021343F"|0|0|0|223|35
3658|"2022-10-17 10:38:32.791"|"5-Angel Rios "|7|"CANON INFORMATICO"|"x"|245222|245222|0|223|9
3659|"2022-10-17 10:38:32.798"|"5-Angel Rios "|8|"FOTOCOPIAS"|"004-003-0006214"|94400|85818|8581|223|12
3660|"2022-10-17 10:38:32.804"|"5-Angel Rios "|9|"TASA PORTUARIA"|"001-034-0064100"|4437132|4033756|403375|223|14
3661|"2022-10-17 10:38:32.811"|"5-Angel Rios "|10|"CDAP PAGOS"|"001-021-0066422"|21395|19450|1945|223|27
3662|"2022-10-17 10:38:32.82"|"5-Angel Rios "|11|"VISACION MRE"|"x"|0|0|0|223|28
3663|"2022-10-17 10:38:32.826"|"5-Angel Rios "|12|"CDAP PAGOS"|"x"|0|0|0|223|27
3664|"2022-10-17 10:38:32.842"|"5-Angel Rios "|13|"HON. DESP. S/ LEY 220/93"|"x"|2602870|2366245|236624|223|16
3665|"2022-10-17 10:38:32.853"|"5-Angel Rios "|14|"GASTO ADMIN."|"x"|816000|816000|0|223|17
3666|"2022-10-17 15:49:59.556"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"22002IC04021343F"|14454879|14454879|0|224|2
3667|"2022-10-17 15:49:59.56"|"5-Angel Rios "|2|"INDI"|"22002IC04021343F"|0|0|0|224|3
3668|"2022-10-17 15:49:59.566"|"5-Angel Rios "|3|"SERVICIO DE VALORACION"|"22002IC04021343F"|516246|516246|0|224|5
3669|"2022-10-17 15:49:59.569"|"5-Angel Rios "|4|"IRE GENERAL 700"|"22002IC04021343F"|473736|473736|0|224|38
3670|"2022-10-17 15:49:59.579"|"5-Angel Rios "|5|"I.V.A."|"22002IC04021343F"|11843400|0|11843400|224|8
3671|"2022-10-17 15:49:59.583"|"5-Angel Rios "|6|"TASA INT. ADUANERA "|"22002IC04021343F"|0|0|0|224|35
3672|"2022-10-17 15:49:59.586"|"5-Angel Rios "|7|"CANON INFORMATICO"|"x"|245222|245222|0|224|9
3673|"2022-10-17 15:49:59.594"|"5-Angel Rios "|8|"FOTOCOPIAS"|"004-003-0006214"|94400|85818|8581|224|12
